CAGR,Vol,Sharpe,Sortino,Max DD,Calmar,Win Rate,Beat SPY 3Y,Beat SPY 5Y,Best Mo,Worst Mo,Max Return,Universe,Lookback,K,Mode
0.5094627223133659,0.5004048029974775,0.2768974188388264,0.7555052930832326,-0.5364057098700744,0.9497712513850113,0.6518518518518519,0.948936170212766,0.995260663507109,1.6970737763875985,-0.21041994703692754,1.6970737763875985,All US >$10B,9,9,Raw
0.45040503585729486,0.35524885413807356,0.33182126311703386,0.6433766054468267,-0.5364057098700742,0.8396723367586635,0.6518518518518519,0.948936170212766,0.995260663507109,0.3616884516264674,-0.21041994703692754,0.3616884516264674,All US >$10B,9,9,Capped
0.5663138684850639,0.599650459295149,0.26164917759378575,0.870088633391684,-0.5562391769863636,1.0181121573515979,0.6444444444444445,0.9659574468085106,1.0,1.811312434729104,-0.2119458524690228,1.811312434729104,All US >$10B,9,10,Raw
0.454735326841166,0.34810347948096965,0.3390171551140816,0.6549132750187979,-0.5562391769863635,0.8175176176997582,0.6444444444444445,0.9659574468085106,1.0,0.36548902299891617,-0.2119458524690228,0.36548902299891617,All US >$10B,9,10,Capped
0.5268756315917169,1.034536357919468,0.1770886762070283,0.8997116660610031,-0.5547105148662859,0.9498208839951797,0.6104868913857678,0.853448275862069,0.9230769230769231,3.4269401418995313,-0.2612459242859126,3.4269401418995313,All US >$10B,12,5,Raw
0.37907270113430847,0.4179350585938671,0.26138742902814394,0.5364883589370179,-0.554710514866286,0.6833703183464707,0.6104868913857678,0.853448275862069,0.9182692307692307,0.4540849346473136,-0.2612459242859126,0.4540849346473136,All US >$10B,12,5,Capped
0.5596131713462205,0.768594835471333,0.21878370016066523,0.8776330426945822,-0.5051232231391186,1.1078745654742832,0.6179775280898876,0.9353448275862069,1.0,2.475447469826865,-0.2416475506904536,2.475447469826865,All US >$10B,12,7,Raw
0.4290421007734686,0.37144054950604544,0.30986415617814883,0.6007049295469414,-0.5051232231391186,0.8493810641038452,0.6179775280898876,0.9353448275862069,0.9951923076923077,0.35219533575074913,-0.2416475506904536,0.35219533575074913,All US >$10B,12,7,Capped
0.5272582051575578,0.6897178862596082,0.2259240403796349,0.8031170958344007,-0.5191105193022246,1.0156954743785296,0.6142322097378277,0.9482758620689655,0.9951923076923077,2.1771067165753673,-0.24505324418407276,2.1771067165753673,All US >$10B,12,8,Raw
0.4062326398811633,0.3569138859073777,0.30512598971700394,0.5612903578805689,-0.5191105193022247,0.7825552069860017,0.6142322097378277,0.9482758620689655,0.9903846153846154,0.40912463332509275,-0.24505324418407276,0.40912463332509275,All US >$10B,12,8,Capped
